"unit_name","municipality","province","autonomous_community","google_criteria_id","google_name","google_canonical_name","google_target_type","match_type"
"Vallesa de la Guareña, Zamora","Vallesa de la Guareña","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Valleseco, Las Palmas","Valleseco","Las Palmas","Islas Canarias",NA,NA,NA,NA,"unmatched"
"Vallfogona de Balaguer, Lleida","Vallfogona de Balaguer","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Vallfogona de Ripollès, Girona","Vallfogona de Ripollès","Girona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vallfogona de Riucorb, Tarragona","Vallfogona de Riucorb","Tarragona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vallgorguina, Barcelona","Vallgorguina","Barcelona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vallibona, Castellón","Vallibona","Castellón","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Vallirana, Barcelona","Vallirana","Barcelona","Cataluña","9211948","Vallirana","Vallirana,Catalonia,Spain","City","name+community"
"Vallmoll, Tarragona","Vallmoll","Tarragona","Cataluña","9218792","Vallmoll","Vallmoll,Catalonia,Spain","Municipality","name+community"
"Vallromanes, Barcelona","Vallromanes","Barcelona","Cataluña",NA,NA,NA,NA,"unmatched"
"Valls, Tarragona","Valls","Tarragona","Cataluña","9208376","Valls","Valls,Catalonia,Spain","Municipality","name+community"
"Valluércanes, Burgos","Valluércanes","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Vallés, Valencia","Vallés","Valencia","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Valmadrid, Zaragoza","Valmadrid","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Valmala, Burgos","Valmala","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Valmojado, Toledo","Valmojado","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Valoria la Buena, Valladolid","Valoria la Buena","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Valpalmas, Zaragoza","Valpalmas","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Valsalabroso, Salamanca","Valsalabroso","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Valsalobre, Cuenca","Valsalobre","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Valseca, Segovia","Valseca","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Valsequillo de Gran Canaria, Las Palmas","Valsequillo de Gran Canaria","Las Palmas","Islas Canarias",NA,NA,NA,NA,"unmatched"
"Valsequillo, Córdoba","Valsequillo","Córdoba","Andalucía",NA,NA,NA,NA,"unmatched"
"Valtablado del Río, Guadalajara","Valtablado del Río","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Valtajeros, Soria","Valtajeros","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Valtiendas, Segovia","Valtiendas","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Valtierra, Navarra","Valtierra","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Valtorres, Zaragoza","Valtorres","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Valverde de Alcalá, Madrid","Valverde de Alcalá","Madrid","Comunidad de Madrid",NA,NA,NA,NA,"unmatched"
"Valverde de Burguillos, Badajoz","Valverde de Burguillos","Badajoz","Extremadura",NA,NA,NA,NA,"unmatched"
"Valverde de Campos, Valladolid","Valverde de Campos","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Valverde de Júcar, Cuenca","Valverde de Júcar","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Valverde de Leganés, Badajoz","Valverde de Leganés","Badajoz","Extremadura",NA,NA,NA,NA,"unmatched"
"Valverde de Llerena, Badajoz","Valverde de Llerena","Badajoz","Extremadura",NA,NA,NA,NA,"unmatched"
"Valverde de Mérida, Badajoz","Valverde de Mérida","Badajoz","Extremadura",NA,NA,NA,NA,"unmatched"
"Valverde de Valdelacasa, Salamanca","Valverde de Valdelacasa","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Valverde de la Vera, Cáceres","Valverde de la Vera","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Valverde de la Virgen, León","Valverde de la Virgen","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Valverde de los Arroyos, Guadalajara","Valverde de los Arroyos","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Valverde del Camino, Huelva","Valverde del Camino","Huelva","Andalucía",NA,NA,NA,NA,"unmatched"
"Valverde del Fresno, Cáceres","Valverde del Fresno","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Valverde del Majano, Segovia","Valverde del Majano","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Valverde, Santa Cruz de Tenerife","Valverde","Santa Cruz de Tenerife","Islas Canarias",NA,NA,NA,NA,"unmatched"
"Valverde-Enrique, León","Valverde-Enrique","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Valverdejo, Cuenca","Valverdejo","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Valverdón, Salamanca","Valverdón","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Vandellòs i l'Hospitalet de l'In, Tarragona","Vandellòs i l'Hospitalet de l'In","Tarragona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vara de Rey, Cuenca","Vara de Rey","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Veciana, Barcelona","Veciana","Barcelona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vecinos, Salamanca","Vecinos","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Vedra, A Coruña","Vedra","A Coruña","Galicia","9217093","Vedra","Vedra,Galicia,Spain","Municipality","name+community"
"Vega de Espinareda, León","Vega de Espinareda","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Vega de Infanzones, León","Vega de Infanzones","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Vega de Liébana, Cantabria","Vega de Liébana","Cantabria","Cantabria",NA,NA,NA,NA,"unmatched"
"Vega de Pas, Cantabria","Vega de Pas","Cantabria","Cantabria",NA,NA,NA,NA,"unmatched"
"Vega de Ruiponce, Valladolid","Vega de Ruiponce","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Vega de San Mateo, Las Palmas","Vega de San Mateo","Las Palmas","Islas Canarias",NA,NA,NA,NA,"unmatched"
"Vega de Santa María, Ávila","Vega de Santa María","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Vega de Tera, Zamora","Vega de Tera","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Vega de Tirados, Salamanca","Vega de Tirados","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Vega de Valcarce, León","Vega de Valcarce","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Vega de Valdetronco, Valladolid","Vega de Valdetronco","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Vega de Villalobos, Zamora","Vega de Villalobos","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Vega del Codorno, Cuenca","Vega del Codorno","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Vegacervera, León","Vegacervera","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Vegadeo, Asturias","Vegadeo","Asturias","Principado de Asturias",NA,NA,NA,NA,"unmatched"
"Vegalatrave, Zamora","Vegalatrave","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Veganzones, Segovia","Veganzones","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Vegaquemada, León","Vegaquemada","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Vegas de Matute, Segovia","Vegas de Matute","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Vegas del Condado, León","Vegas del Condado","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Vegas del Genil, Granada","Vegas del Genil","Granada","Andalucía",NA,NA,NA,NA,"unmatched"
"Veguillas de la Sierra, Teruel","Veguillas de la Sierra","Teruel","Aragón",NA,NA,NA,NA,"unmatched"
"Vejer de la Frontera, Cádiz","Vejer de la Frontera","Cádiz","Andalucía",NA,NA,NA,NA,"unmatched"
"Velada, Toledo","Velada","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Velamazán, Soria","Velamazán","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Velascálvaro, Valladolid","Velascálvaro","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Velayos, Ávila","Velayos","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Velefique, Almería","Velefique","Almería","Andalucía",NA,NA,NA,NA,"unmatched"
"Velilla de Cinca, Huesca","Velilla de Cinca","Huesca","Aragón",NA,NA,NA,NA,"unmatched"
"Velilla de Ebro, Zaragoza","Velilla de Ebro","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Velilla de Jiloca, Zaragoza","Velilla de Jiloca","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Velilla de San Antonio, Madrid","Velilla de San Antonio","Madrid","Comunidad de Madrid","9236656","Velilla de San Antonio","Velilla de San Antonio,Community of Madrid,Spain","Municipality","name+community"
"Velilla de la Sierra, Soria","Velilla de la Sierra","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Velilla de los Ajos, Soria","Velilla de los Ajos","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Velilla del Río Carrión, Palencia","Velilla del Río Carrión","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Velilla, Valladolid","Velilla","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Vellisca, Cuenca","Vellisca","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Velliza, Valladolid","Velliza","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Vencillón, Huesca","Vencillón","Huesca","Aragón",NA,NA,NA,NA,"unmatched"
"Venialbo, Zamora","Venialbo","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Venta de Baños, Palencia","Venta de Baños","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Venta del Moro, Valencia","Venta del Moro","Valencia","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Ventalló, Girona","Ventalló","Girona","Cataluña",NA,NA,NA,NA,"unmatched"
"Ventas de Huelma, Granada","Ventas de Huelma","Granada","Andalucía",NA,NA,NA,NA,"unmatched"
"Ventosa de la Cuesta, Valladolid","Ventosa de la Cuesta","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Ventosa del Río Almar, Salamanca","Ventosa del Río Almar","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Ventosa, La Rioja","Ventosa","La Rioja","La Rioja",NA,NA,NA,NA,"unmatched"
"Ventosilla y Tejadilla, Segovia","Ventosilla y Tejadilla","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Ventrosa, La Rioja","Ventrosa","La Rioja","La Rioja",NA,NA,NA,NA,"unmatched"
"Venturada, Madrid","Venturada","Madrid","Comunidad de Madrid",NA,NA,NA,NA,"unmatched"
"Vera de Moncayo, Zaragoza","Vera de Moncayo","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Vera, Almería","Vera","Almería","Andalucía","9049237","Vera","Vera,Andalusia,Spain","City","name+community"
"Veracruz, Huesca","Veracruz","Huesca","Aragón",NA,NA,NA,NA,"unmatched"
"Verdú, Lleida","Verdú","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Verea, Ourense","Verea","Ourense","Galicia","9222665","Verea","Verea,Galicia,Spain","Municipality","name+community"
"Verges, Girona","Verges","Girona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vertavillo, Palencia","Vertavillo","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Verín, Ourense","Verín","Ourense","Galicia","9210391","Verin","Verin,Galicia,Spain","Municipality","name+community"
"Vespella de Gaià, Tarragona","Vespella de Gaià","Tarragona","Cataluña","9211743","Vespella de Gaia","Vespella de Gaia,Catalonia,Spain","Municipality","name+community"
"Vezdemarbán, Zamora","Vezdemarbán","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Viacamp y Litera, Huesca","Viacamp y Litera","Huesca","Aragón",NA,NA,NA,NA,"unmatched"
"Viana de Cega, Valladolid","Viana de Cega","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Viana de Duero, Soria","Viana de Duero","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Viana de Jadraque, Guadalajara","Viana de Jadraque","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Viana do Bolo, Ourense","Viana do Bolo","Ourense","Galicia",NA,NA,NA,NA,"unmatched"
"Viana, Navarra","Viana","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Viandar de la Vera, Cáceres","Viandar de la Vera","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Vianos, Albacete","Vianos","Albacete","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Viator, Almería","Viator","Almería","Andalucía",NA,NA,NA,NA,"unmatched"
"Vic, Barcelona","Vic","Barcelona","Cataluña","9196741","Vic","Vic,Catalonia,Spain","City","name+community"
"Vicién, Huesca","Vicién","Huesca","Aragón",NA,NA,NA,NA,"unmatched"
"Vidayanes, Zamora","Vidayanes","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Videmala, Zamora","Videmala","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Vidreres, Girona","Vidreres","Girona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vidrà, Girona","Vidrà","Girona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vidángoz, Navarra","Vidángoz","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Vielha e Mijaran, Lleida","Vielha e Mijaran","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Vierlas, Zaragoza","Vierlas","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Vigo, Pontevedra","Vigo","Pontevedra","Galicia","1005518","Vigo","Vigo,Galicia,Spain","City","name+community"
"Viguera, La Rioja","Viguera","La Rioja","La Rioja",NA,NA,NA,NA,"unmatched"
"Vila de Cruces, Pontevedra","Vila de Cruces","Pontevedra","Galicia",NA,NA,NA,NA,"unmatched"
"Vila-rodona, Tarragona","Vila-rodona","Tarragona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vila-sacra, Girona","Vila-sacra","Girona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vila-sana, Lleida","Vila-sana","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Vila-seca, Tarragona","Vila-seca","Tarragona","Cataluña","9210753","Vila-seca","Vila-seca,Catalonia,Spain","Municipality","name+community"
"Vilabella, Tarragona","Vilabella","Tarragona","Cataluña","9220268","Vilabella","Vilabella,Catalonia,Spain","Municipality","name+community"
"Vilabertran, Girona","Vilabertran","Girona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilablareix, Girona","Vilablareix","Girona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilaboa, Pontevedra","Vilaboa","Pontevedra","Galicia",NA,NA,NA,NA,"unmatched"
"Vilada, Barcelona","Vilada","Barcelona","Cataluña",NA,NA,NA,NA,"unmatched"
"Viladamat, Girona","Viladamat","Girona","Cataluña",NA,NA,NA,NA,"unmatched"
"Viladasens, Girona","Viladasens","Girona","Cataluña",NA,NA,NA,NA,"unmatched"
"Viladecans, Barcelona","Viladecans","Barcelona","Cataluña","9235599","Viladecans","Viladecans,Catalonia,Spain","Municipality","name+community"
"Viladecavalls, Barcelona","Viladecavalls","Barcelona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilademuls, Girona","Vilademuls","Girona","Cataluña",NA,NA,NA,NA,"unmatched"
"Viladrau, Girona","Viladrau","Girona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilafamés, Castellón","Vilafamés","Castellón","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Vilafant, Girona","Vilafant","Girona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilaflor, Santa Cruz de Tenerife","Vilaflor","Santa Cruz de Tenerife","Islas Canarias",NA,NA,NA,NA,"unmatched"
"Vilafranc de Bonany, Baleares","Vilafranc de Bonany","Baleares","Islas Baleares",NA,NA,NA,NA,"unmatched"
"Vilafranca del Penedès, Barcelona","Vilafranca del Penedès","Barcelona","Cataluña","1005474","Vilafranca del Penedes","Vilafranca del Penedes,Catalonia,Spain","City","name+community"
"Vilagarcía de Arousa, Pontevedra","Vilagarcía de Arousa","Pontevedra","Galicia","9252302","Vilagarcia de Arousa","Vilagarcia de Arousa,Galicia,Spain","Municipality","name+community"
"Vilagrassa, Lleida","Vilagrassa","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilajuïga, Girona","Vilajuïga","Girona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilalba Sasserra, Barcelona","Vilalba Sasserra","Barcelona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilalba dels Arcs, Tarragona","Vilalba dels Arcs","Tarragona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilalba, Lugo","Vilalba","Lugo","Galicia","9209172","Vilalba","Vilalba,Galicia,Spain","Municipality","name+community"
"Vilaller, Lleida","Vilaller","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilallonga de Ter, Girona","Vilallonga de Ter","Girona","Cataluña","9213300","Vilallonga de Ter","Vilallonga de Ter,Catalonia,Spain","Municipality","name+community"
"Vilallonga del Camp, Tarragona","Vilallonga del Camp","Tarragona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilamacolum, Girona","Vilamacolum","Girona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilamalla, Girona","Vilamalla","Girona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilamaniscle, Girona","Vilamaniscle","Girona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilamartín de Valdeorras, Ourense","Vilamartín de Valdeorras","Ourense","Galicia","9211626","Vilamartin de Valdeorras","Vilamartin de Valdeorras,Galicia,Spain","Municipality","name+community"
"Vilamarxant, Valencia","Vilamarxant","Valencia","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Vilamarín, Ourense","Vilamarín","Ourense","Galicia",NA,NA,NA,NA,"unmatched"
"Vilamòs, Lleida","Vilamòs","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilanant, Girona","Vilanant","Girona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilanova d'Alcolea, Castellón","Vilanova d'Alcolea","Castellón","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Vilanova d'Escornalbou, Tarragona","Vilanova d'Escornalbou","Tarragona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilanova de Arousa, Pontevedra","Vilanova de Arousa","Pontevedra","Galicia","9217198","Vilanova de Arousa","Vilanova de Arousa,Galicia,Spain","Municipality","name+community"
"Vilanova de Bellpuig, Lleida","Vilanova de Bellpuig","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilanova de Meià, Lleida","Vilanova de Meià","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilanova de Prades, Tarragona","Vilanova de Prades","Tarragona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilanova de Sau, Barcelona","Vilanova de Sau","Barcelona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilanova de Segrià, Lleida","Vilanova de Segrià","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilanova de l'Aguda, Lleida","Vilanova de l'Aguda","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilanova de la Barca, Lleida","Vilanova de la Barca","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilanova del Camí, Barcelona","Vilanova del Camí","Barcelona","Cataluña","9223471","Vilanova del Cami","Vilanova del Cami,Catalonia,Spain","Municipality","name+community"
"Vilanova del Vallès, Barcelona","Vilanova del Vallès","Barcelona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilanova i la Geltrú, Barcelona","Vilanova i la Geltrú","Barcelona","Cataluña","1005437","Vilanova i la Geltru","Vilanova i la Geltru,Catalonia,Spain","City","name+community"
"Vilaplana, Tarragona","Vilaplana","Tarragona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilar de Barrio, Ourense","Vilar de Barrio","Ourense","Galicia",NA,NA,NA,NA,"unmatched"
"Vilar de Canes, Castellón","Vilar de Canes","Castellón","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Vilar de Santos, Ourense","Vilar de Santos","Ourense","Galicia",NA,NA,NA,NA,"unmatched"
"Vilardevós, Ourense","Vilardevós","Ourense","Galicia",NA,NA,NA,NA,"unmatched"
"Vilariño de Conso, Ourense","Vilariño de Conso","Ourense","Galicia",NA,NA,NA,NA,"unmatched"
"Vilarmaior, A Coruña","Vilarmaior","A Coruña","Galicia",NA,NA,NA,NA,"unmatched"
"Vilasantar, A Coruña","Vilasantar","A Coruña","Galicia",NA,NA,NA,NA,"unmatched"
"Vilassar de Dalt, Barcelona","Vilassar de Dalt","Barcelona","Cataluña","9049238","Vilassar de Dalt","Vilassar de Dalt,Catalonia,Spain","City","name+community"
"Vilassar de Mar, Barcelona","Vilassar de Mar","Barcelona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilaverd, Tarragona","Vilaverd","Tarragona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilaür, Girona","Vilaür","Girona","Cataluña",NA,NA,NA,NA,"unmatched"
"Vilches, Jaén","Vilches","Jaén","Andalucía",NA,NA,NA,NA,"unmatched"
"Vileña, Burgos","Vileña","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villa de Mazo, Santa Cruz de Tenerife","Villa de Mazo","Santa Cruz de Tenerife","Islas Canarias",NA,NA,NA,NA,"unmatched"
"Villa de Ves, Albacete","Villa de Ves","Albacete","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villa del Campo, Cáceres","Villa del Campo","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Villa del Prado, Madrid","Villa del Prado","Madrid","Comunidad de Madrid",NA,NA,NA,NA,"unmatched"
"Villa del Rey, Cáceres","Villa del Rey","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Villa del Río, Córdoba","Villa del Río","Córdoba","Andalucía","9236960","Villa del Rio","Villa del Rio,Andalusia,Spain","City","name+community"
"Villabaruz de Campos, Valladolid","Villabaruz de Campos","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villabasta de Valdavia, Palencia","Villabasta de Valdavia","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villablanca, Huelva","Villablanca","Huelva","Andalucía",NA,NA,NA,NA,"unmatched"
"Villablino, León","Villablino","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villabona, Guipúzcoa","Villabona","Guipúzcoa","País Vasco","9227013","Villabona","Villabona,Basque Country,Spain","Municipality","name+community"
"Villabraz, León","Villabraz","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villabrágima, Valladolid","Villabrágima","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villabrázaro, Zamora","Villabrázaro","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villabuena del Puente, Zamora","Villabuena del Puente","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villabáñez, Valladolid","Villabáñez","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villacarralón, Valladolid","Villacarralón","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villacarriedo, Cantabria","Villacarriedo","Cantabria","Cantabria",NA,NA,NA,NA,"unmatched"
"Villacarrillo, Jaén","Villacarrillo","Jaén","Andalucía",NA,NA,NA,NA,"unmatched"
"Villacastín, Segovia","Villacastín","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villacañas, Toledo","Villacañas","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villacid de Campos, Valladolid","Villacid de Campos","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villacidaler, Palencia","Villacidaler","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villaciervos, Soria","Villaciervos","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villaco, Valladolid","Villaco","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villaconancio, Palencia","Villaconancio","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villaconejos de Trabaque, Cuenca","Villaconejos de Trabaque","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villaconejos, Madrid","Villaconejos","Madrid","Comunidad de Madrid",NA,NA,NA,NA,"unmatched"
"Villada, Palencia","Villada","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villadangos del Páramo, León","Villadangos del Páramo","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villadecanes, León","Villadecanes","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villademor de la Vega, León","Villademor de la Vega","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villadepera, Zamora","Villadepera","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villadiego, Burgos","Villadiego","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villadoz, Zaragoza","Villadoz","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Villaeles de Valdavia, Palencia","Villaeles de Valdavia","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villaescusa de Haro, Cuenca","Villaescusa de Haro","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villaescusa de Roa, Burgos","Villaescusa de Roa","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villaescusa la Sombría, Burgos","Villaescusa la Sombría","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villaescusa, Cantabria","Villaescusa","Cantabria","Cantabria",NA,NA,NA,NA,"unmatched"
"Villaescusa, Zamora","Villaescusa","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villaespasa, Burgos","Villaespasa","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villafeliche, Zaragoza","Villafeliche","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Villaferrueña, Zamora","Villaferrueña","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villaflor, Ávila","Villaflor","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villaflores, Salamanca","Villaflores","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villafrades de Campos, Valladolid","Villafrades de Campos","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villafranca Montes de Oca, Burgos","Villafranca Montes de Oca","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villafranca de Córdoba, Córdoba","Villafranca de Córdoba","Córdoba","Andalucía",NA,NA,NA,NA,"unmatched"
"Villafranca de Duero, Valladolid","Villafranca de Duero","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villafranca de Ebro, Zaragoza","Villafranca de Ebro","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Villafranca de la Sierra, Ávila","Villafranca de la Sierra","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
